mc	mn	onset	label	volta	globalkey	localkey	pedal	chord	numeral	special	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
68	67	3/8	vi(#7)		f	i		vi(#7)	vi				#7			m	1	1	-4, -7, -3	8	-4.0	-4.0
68	67	1/2	III6		f	i		III6	III			6				M	1	1	1, -2, -3		-3.0	1.0
68	67	3/4	i43		f	i		i43	i			43				mm7	1	1	1, -2, 0, -3		0.0	1.0
68	67	7/8	#ivo7		f	i		#ivo7	#iv		o	7				o7	1	1	6, 3, 0, -3		6.0	6.0
69	68	0	#viio43(4)		f	i		#viio43(4)	#vii		o	43	4			o7	1	1	-1, -4, 5, -3		5.0	-1.0
69	68	1/4	#viio43		f	i		#viio43	#vii		o	43				o7	1	1	-1, -4, 5, 2		5.0	-1.0
69	68	3/8	I6		f	i		I6	I			6				M	1	1	4, 1, 0		0.0	4.0
69	68	1/2	i6		f	i		i6	i			6				m	1	1	-3, 1, 0		0.0	-3.0
69	68	3/4	VIM43		f	i		VIM43	VI		M	43				MM7	1	1	-3, 1, -4, 0		-4.0	-3.0
69	68	7/8	.Fr6/iv		f	i		Fr6/iv	V	Fr		7	b5	V/iv		M	1	1	1, 5, -5, -1		1.0	1.0
70	69	0	i64		f	i		i64	i			64				m	1	1	1, 0, -3		0.0	1.0
70	69	3/8	#viio2		f	i		#viio2	#vii		o	2				o7	1	1	-4, 5, 2, -1		5.0	-4.0
70	69	1/2	i64		f	i		i64	i			64				m	1	1	1, 0, -3		0.0	1.0
70	69	5/8	iio6		f	i		iio6	ii		o	6				o	1	1	-1, -4, 2		2.0	-1.0
70	69	3/4	i(+4)		f	i		i(+4)	i				+4			m	1	1	0, -3, 1	-1	0.0	0.0
70	69	7/8	V2/VII		f	i		V2/VII	V			2		VII		Mm7	1	1	-3, -1, 3, 0		-1.0	-3.0
71	70	0	V64		f	i		V64	V			64				M	1	1	2, 1, 5		1.0	2.0
71	70	1/8	#vio6		f	i		#vio6	#vi		o	6				o	1	1	0, -3, 3		3.0	0.0
71	70	1/4	V		f	i		V	V							M	1	1	1, 5, 2		1.0	1.0
71	70	1/2	i}		f	i		i	i						}	m	1	1	0, -3, 1		0.0	0.0
72	71	0	iv.i6{		f	iv		i6	i			6			{	m	1	1	-3, 1, 0		0.0	-3.0
72	71	1/2	v64		f	iv		v64	v			64				m	1	1	2, 1, -2		1.0	2.0
72	71	3/4	i6		f	iv		i6	i			6				m	1	1	-3, 1, 0		0.0	-3.0
73	72	0	i		f	iv		i	i							m	1	1	0, -3, 1		0.0	0.0
73	72	1/4	i6		f	iv		i6	i			6				m	1	1	-3, 1, 0		0.0	-3.0
73	72	1/2	v64(4)		f	iv		v64(4)	v			64	4			m	1	1	2, 1, 0		1.0	2.0
73	72	3/4	i6		f	iv		i6	i			6				m	1	1	-3, 1, 0		0.0	-3.0
74	73	0	i		f	iv		i	i							m	1	1	0, -3, 1		0.0	0.0
74	73	1/4	i6		f	iv		i6	i			6				m	1	1	-3, 1, 0		0.0	-3.0
74	73	1/2	v64(4)		f	iv		v64(4)	v			64	4			m	1	1	2, 1, 0		1.0	2.0
74	73	3/4	i6		f	iv		i6	i			6				m	1	1	-3, 1, 0		0.0	-3.0
75	74	0	i		f	iv		i	i							m	1	1	0, -3, 1		0.0	0.0
75	74	1/4	i6		f	iv		i6	i			6				m	1	1	-3, 1, 0		0.0	-3.0
75	74	1/2	v64(4)		f	iv		v64(4)	v			64	4			m	1	1	2, 1, 0		1.0	2.0
75	74	3/4	i6		f	iv		i6	i			6				m	1	1	-3, 1, 0		0.0	-3.0
76	75	0	i		f	iv		i	i							m	1	1	0, -3, 1		0.0	0.0
76	75	1/2	v6		f	iv		v6	v			6				m	1	1	-2, 2, 1		1.0	-2.0
76	75	3/4	VI6		f	iv		VI6	VI			6				M	1	1	0, -3, -4		-4.0	0.0
77	76	0	VIM7		f	iv		VIM7	VI		M	7				MM7	1	1	-4, 0, -3, 1		-4.0	-4.0
77	76	1/4	VII		f	iv		VII	VII							M	1	1	-2, 2, -1		-2.0	-2.0
77	76	1/2	III6		f	iv		III6	III			6				M	1	1	1, -2, -3		-3.0	1.0
77	76	3/4	iv6		f	iv		iv6	iv			6				m	1	1	-4, 0, -1		-1.0	-4.0
78	77	0	iv		f	iv		iv	iv							m	1	1	-1, -4, 0		-1.0	-1.0
78	77	1/4	iv6		f	iv		iv6	iv			6				m	1	1	-4, 0, -1		-1.0	-4.0
78	77	1/2	III6		f	iv		III6	III			6				M	1	1	1, -2, -3		-3.0	1.0
78	77	3/4	IV		f	iv		IV	IV							M	1	1	-1, 3, 0		-1.0	-1.0
79	78	0	.bII6		f	iv		bII6	bII			6				M	1	1	-1, -4, -5		-5.0	-1.0
79	78	1/4	viio/VI		f	iv		viio/VI	vii		o			VI		o	1	1	1, -2, -5		1.0	1.0
79	78	1/2	i6		f	iv		i6	i			6				m	1	1	-3, 1, 0		0.0	-3.0
79	78	3/4	iv		f	iv		iv	iv							m	1	1	-1, -4, 0		-1.0	-1.0
80	79	0	i}		f	iv		i	i						}	m	1	1	0, -3, 1		0.0	0.0
80	79	1/4	i6{		f	iv		i6	i			6			{	m	1	1	-3, 1, 0		0.0	-3.0
80	79	1/2	v64		f	iv		v64	v			64				m	1	1	2, 1, -2		1.0	2.0
80	79	3/4	i6		f	iv		i6	i			6				m	1	1	-3, 1, 0		0.0	-3.0
81	80	0	i		f	iv		i	i							m	1	1	0, -3, 1		0.0	0.0
81	80	1/4	i6		f	iv		i6	i			6				m	1	1	-3, 1, 0		0.0	-3.0
81	80	1/2	v64(4)		f	iv		v64(4)	v			64	4			m	1	1	2, 1, 0		1.0	2.0
81	80	3/4	i6		f	iv		i6	i			6				m	1	1	-3, 1, 0		0.0	-3.0
82	81	0	i		f	iv		i	i							m	1	1	0, -3, 1		0.0	0.0
82	81	1/4	i64		f	iv		i64	i			64				m	1	1	1, 0, -3		0.0	1.0
82	81	1/2	iv(9)		f	iv		iv(9)	iv				9			m	1	1	-1, -4, 0	1	-1.0	-1.0
82	81	3/4	i64		f	iv		i64	i			64				m	1	1	1, 0, -3		0.0	1.0
83	82	0	i6		f	iv		i6	i			6				m	1	1	-3, 1, 0		0.0	-3.0
83	82	1/4	i2		f	iv		i2	i			2				mm7	1	1	-2, 0, -3, 1		0.0	-2.0
83	82	1/2	#vi%7		f	iv		#vi%7	#vi		%	7				%7	1	1	3, 2, 9, 1		3.0	3.0
83	82	3/4	i2		f	iv		i2	i			2				mm7	1	1	-2, 0, -3, 1		0.0	-2.0
84	83	0	v		f	iv		v	v							m	1	1	1, -2, 2		1.0	1.0
84	83	3/4	V7/III		f	iv		V7/III	V			7		III		Mm7	1	1	-2, 2, -1, -4		-2.0	-2.0
85	84	0	.bII6(4)		f	iv		bII6(4)	bII			6	4			M	1	1	1, -4, -5		-5.0	1.0
85	84	1/4	vii%7/VI		f	iv		vii%7/VI	vii		%	7		VI		%7	1	1	1, 0, 7, -1		1.0	1.0
85	84	1/2	VI		f	iv		VI	VI							M	1	1	-4, 0, -3		-4.0	-4.0
85	84	3/4	iv		f	iv		iv	iv							m	1	1	-1, -4, 0		-1.0	-1.0
86	85	0	v43		f	iv		v43	v			43				mm7	1	1	2, -1, 1, -2		1.0	2.0
86	85	1/4	ii%7(6)		f	iv		ii%7(6)	ii		%	7	6			%7	1	1	2, 1, -2, 0		2.0	2.0
86	85	3/8	v64(4)		f	iv		v64(4)	v			64	4			m	1	1	2, 1, 0		1.0	2.0
86	85	1/2	i7(4)		f	iv		i7(4)	i			7	4			mm7	1	1	0, -1, 1, -2		0.0	0.0
86	85	5/8	i7		f	iv		i7	i			7				mm7	1	1	0, -3, 1, -2		0.0	0.0
86	85	3/4	VI6		f	iv		VI6	VI			6				M	1	1	0, -3, -4		-4.0	0.0
87	86	0	#viio7		f	iv		#viio7	#vii		o	7				o7	1	1	5, 2, -1, -4		5.0	5.0
87	86	1/2	VI+6		f	iv		VI+6	VI		+	6				+	1	1	0, 4, -4		-4.0	0.0
87	86	3/4	V(4)/iv		f	iv		V(4)/iv	V				4	iv		M	1	1	0, -1, 1		0.0	0.0
87	86	7/8	V/iv		f	iv		V/iv	V					iv		M	1	1	0, 4, 1		0.0	0.0
88	87	0	iv6}{		f	iv		iv6	iv			6			}{	m	1	1	-4, 0, -1		-1.0	-4.0
88	87	1/2	i64		f	iv		i64	i			64				m	1	1	1, 0, -3		0.0	1.0
88	87	3/4	iv6		f	iv		iv6	iv			6				m	1	1	-4, 0, -1		-1.0	-4.0
89	88	0	iv		f	iv		iv	iv							m	1	1	-1, -4, 0		-1.0	-1.0
89	88	1/4	iv6		f	iv		iv6	iv			6				m	1	1	-4, 0, -1		-1.0	-4.0
89	88	1/2	i64(4)		f	iv		i64(4)	i			64	4			m	1	1	1, 0, -1		0.0	1.0
89	88	3/4	iv		f	iv		iv	iv							m	1	1	-1, -4, 0		-1.0	-1.0
90	89	1/4	iv6		f	iv		iv6	iv			6				m	1	1	-4, 0, -1		-1.0	-4.0
90	89	1/2	i64(4)		f	iv		i64(4)	i			64	4			m	1	1	1, 0, -1		0.0	1.0
90	89	3/4	iv		f	iv		iv	iv							m	1	1	-1, -4, 0		-1.0	-1.0
91	90	1/4	iv6		f	iv		iv6	iv			6				m	1	1	-4, 0, -1		-1.0	-4.0
91	90	1/2	i64(4)		f	iv		i64(4)	i			64	4			m	1	1	1, 0, -1		0.0	1.0
91	90	3/4	iv65		f	iv		iv65	iv			65				mm7	1	1	-4, 0, -3, -1		-1.0	-4.0
92	91	0	III		f	iv		III	III							M	1	1	-3, 1, -2		-3.0	-3.0
92	91	3/4	VI		f	iv		VI	VI							M	1	1	-4, 0, -3		-4.0	-4.0
93	92	0	i		f	iv		i	i							m	1	1	0, -3, 1		0.0	0.0
93	92	1/4	iv64		f	iv		iv64	iv			64				m	1	1	0, -1, -4		-1.0	0.0
93	92	1/2	i		f	iv		i	i							m	1	1	0, -3, 1		0.0	0.0
93	92	3/4	.bII		f	iv		bII	bII							M	1	1	-5, -1, -4		-5.0	-5.0
94	93	0	iv64		f	iv		iv64	iv			64				m	1	1	0, -1, -4		-1.0	0.0
94	93	1/4	i2		f	iv		i2	i			2				mm7	1	1	-2, 0, -3, 1		0.0	-2.0
94	93	1/2	VI		f	iv		VI	VI							M	1	1	-4, 0, -3		-4.0	-4.0
94	93	3/4	III64		f	iv		III64	III			64				M	1	1	-2, -3, 1		-3.0	-2.0
95	94	0	vii		f	iv		vii	vii							m	1	1	-2, -5, -1		-2.0	-2.0
95	94	1/4	.bII6		f	iv		bII6	bII			6				M	1	1	-1, -4, -5		-5.0	-1.0
95	94	1/2	VI		f	iv		VI	VI							M	1	1	-4, 0, -3		-4.0	-4.0
96	95	0	V[V}{		f	iv	V	V	V						}{	M	1	1	1, 5, 2		1.0	1.0
96	95	1/2	V7		f	iv	V	V7	V			7				Mm7	1	1	1, 5, 2, -1		1.0	1.0
96	95	3/4	V7(9)		f	iv	V	V7(9)	V			7	9			Mm7	1	1	1, 5, 2, -1	-4	1.0	1.0
97	96	0	i6		f	iv	V	i6	i			6				m	1	1	-3, 1, 0		0.0	-3.0
97	96	3/8	iv7		f	iv	V	iv7	iv			7				mm7	1	1	-1, -4, 0, -3		-1.0	-1.0
97	96	1/2	V		f	iv	V	V	V							M	1	1	1, 5, 2		1.0	1.0
98	97	0	V7		f	iv	V	V7	V			7				Mm7	1	1	1, 5, 2, -1		1.0	1.0
98	97	3/8	i6		f	iv	V	i6	i			6				m	1	1	-3, 1, 0		0.0	-3.0
98	97	1/2	V		f	iv	V	V	V							M	1	1	1, 5, 2		1.0	1.0
98	97	3/4	i6		f	iv	V	i6	i			6				m	1	1	-3, 1, 0		0.0	-3.0
98	97	7/8	iv7		f	iv	V	iv7	iv			7				mm7	1	1	-1, -4, 0, -3		-1.0	-1.0
99	98	0	V		f	iv	V	V	V							M	1	1	1, 5, 2		1.0	1.0
99	98	1/2	V7		f	iv	V	V7	V			7				Mm7	1	1	1, 5, 2, -1		1.0	1.0
99	98	7/8	i6		f	iv	V	i6	i			6				m	1	1	-3, 1, 0		0.0	-3.0
100	99	0	V7(9)		f	iv	V	V7(9)	V			7	9			Mm7	1	1	1, 5, 2, -1	-4	1.0	1.0
100	99	1/2	i(96)		f	iv	V	i(96)	i				96			m	1	1	0, -3, -4	2	0.0	0.0
100	99	3/4	#viio7		f	iv	V	#viio7	#vii		o	7				o7	1	1	5, 2, -1, -4		5.0	5.0
101	100	0	V		f	iv	V	V	V							M	1	1	1, 5, 2		1.0	1.0
101	100	3/8	i7		f	iv	V	i7	i			7				mm7	1	1	0, -3, 1, -2		0.0	0.0
101	100	1/2	V/v		f	iv	V	V/v	V					v		M	1	1	2, 6, 3		2.0	2.0
102	101	0	V7		f	iv	V	V7	V			7				Mm7	1	1	1, 5, 2, -1		1.0	1.0
102	101	3/8	.Ger6/iv		f	iv	V	Ger6/iv	vii	Ger	o	65	b3	V/iv		M	1	1	-5, -1, -4, 5		5.0	-5.0
102	101	1/2	I]		f	iv	V	I	I							M	1	1	0, 4, 1		0.0	0.0
103	102	0	.Ger6/III		f	iv		Ger6/III	vii	Ger	o	65	b3	V/III		M	1	1	-7, -3, -6, 3		3.0	-7.0
103	102	1/2	V/III}		f	iv		V/III	V					III	}	M	1	1	-2, 2, -1		-2.0	-2.0
104	103	0	V7/VI{		f	iv		V7/VI	V			7		VI	{	Mm7	1	1	-3, 1, -2, -5		-3.0	-3.0
104	103	1/2	V2/VI		f	iv		V2/VI	V			2		VI		Mm7	1	1	-5, -3, 1, -2		-3.0	-5.0
104	103	3/4	V2(b9)/VI		f	iv		V2(b9)/VI	V			2	b9	VI		Mm7	1	1	-5, -3, 1, -2	-8	-3.0	-5.0
105	104	0	vi6		f	iv		vi6	vi			6				m	1	1	-7, -3, -4		-4.0	-7.0
105	104	3/8	iv7/VI		f	iv		iv7/VI	iv			7		VI		mm7	1	1	-5, -8, -4, -7		-5.0	-5.0
105	104	1/2	V/VI		f	iv		V/VI	V					VI		M	1	1	-3, 1, -2		-3.0	-3.0
106	105	0	V7/ii		f	iv		V7/ii	V			7		ii		Mm7	1	1	3, 7, 4, 1		3.0	3.0
106	105	1/2	V2/ii		f	iv		V2/ii	V			2		ii		Mm7	1	1	1, 3, 7, 4		3.0	1.0
107	106	0	ii6		f	iv		ii6	ii			6				m	1	1	-1, 3, 2		2.0	-1.0
107	106	3/8	iv7/ii		f	iv		iv7/ii	iv			7		ii		mm7	1	1	1, -2, 2, -1		1.0	1.0
107	106	1/2	V/ii		f	iv		V/ii	V					ii		M	1	1	3, 7, 4		3.0	3.0
108	107	0	V7/VI		f	iv		V7/VI	V			7		VI		Mm7	1	1	-3, 1, -2, -5		-3.0	-3.0
108	107	1/2	V/VI}		f	iv		V/VI	V					VI	}	M	1	1	-3, 1, -2		-3.0	-3.0
112	111	0	i.i6{		f	i		i6	i			6			{	m	1	1	-3, 1, 0		0.0	-3.0
112	111	1/2	i		f	i		i	i							m	1	1	0, -3, 1		0.0	0.0
112	111	3/4	i6		f	i		i6	i			6				m	1	1	-3, 1, 0		0.0	-3.0
113	112	0	iv7(9)		f	i		iv7(9)	iv			7	9			mm7	1	1	-1, -4, 0, -3	1	-1.0	-1.0
113	112	3/8	iv(9)		f	i		iv(9)	iv				9			m	1	1	-1, -4, 0	1	-1.0	-1.0
113	112	1/2	i64		f	i		i64	i			64				m	1	1	1, 0, -3		0.0	1.0
113	112	3/4	i43		f	i		i43	i			43				mm7	1	1	1, -2, 0, -3		0.0	1.0
114	113	0	V7(94)/III		f	i		V7(94)/III	V			7	94	III		Mm7	1	1	-2, -3, -1, -4	0	-2.0	-2.0
114	113	3/8	V7(9)/III		f	i		V7(9)/III	V			7	9	III		Mm7	1	1	-2, 2, -1, -4	0	-2.0	-2.0
114	113	1/2	III		f	i		III	III							M	1	1	-3, 1, -2		-3.0	-3.0
114	113	3/4	i65		f	i		i65	i			65				mm7	1	1	-3, 1, -2, 0		0.0	-3.0
115	114	0	v7(4)		f	i		v7(4)	v			7	4			mm7	1	1	1, 0, 2, -1		1.0	1.0
115	114	1/4	i43		f	i		i43	i			43				mm7	1	1	1, -2, 0, -3		0.0	1.0
115	114	1/2	i7		f	i		i7	i			7				mm7	1	1	0, -3, 1, -2		0.0	0.0
116	115	0	i2		f	i		i2	i			2				mm7	1	1	-2, 0, -3, 1		0.0	-2.0
116	115	3/4	VIM7		f	i		VIM7	VI		M	7				MM7	1	1	-4, 0, -3, 1		-4.0	-4.0
116	115	7/8	iv6		f	i		iv6	iv			6				m	1	1	-4, 0, -1		-1.0	-4.0
117	116	0	i43(4)		f	i		i43(4)	i			43	4			mm7	1	1	1, -2, 0, -1		0.0	1.0
117	116	1/2	iv7(49)		f	i		iv7(49)	iv			7	49			mm7	1	1	-1, -2, 0, -3	1	-1.0	-1.0
117	116	3/4	iv(9)		f	i		iv(9)	iv				9			m	1	1	-1, -4, 0	1	-1.0	-1.0
117	116	7/8	iv		f	i		iv	iv							m	1	1	-1, -4, 0		-1.0	-1.0
118	117	0	III64(9)		f	i		III64(9)	III			64	9			M	1	1	-2, -3, 1	-1	-3.0	-2.0
118	117	1/4	v6		f	i		v6	v			6				m	1	1	-2, 2, 1		1.0	-2.0
118	117	1/2	V(94)/III		f	i		V(94)/III	V				94	III		M	1	1	-2, -3, -1	0	-2.0	-2.0
118	117	3/4	V7(9)/III		f	i		V7(9)/III	V			7	9	III		Mm7	1	1	-2, 2, -1, -4	0	-2.0	-2.0
119	118	0	III		f	i		III	III							M	1	1	-3, 1, -2		-3.0	-3.0
119	118	1/2	VI64		f	i		VI64	VI			64				M	1	1	-3, -4, 0		-4.0	-3.0
120	119	0	III		f	i		III	III							M	1	1	-3, 1, -2		-3.0	-3.0
120	119	1/2	iv6(97)		f	i		iv6(97)	iv			6	97			m	1	1	-4, 0, -3	1	-1.0	-4.0
120	119	5/8	iv6		f	i		iv6	iv			6				m	1	1	-4, 0, -1		-1.0	-4.0
120	119	3/4	III		f	i		III	III							M	1	1	-3, 1, -2		-3.0	-3.0
120	119	7/8	ii7(9)/III		f	i		ii7(9)/III	ii			7	9	III		mm7	1	1	-1, -4, 0, -3	1	-1.0	-1.0
121	120	0	V/III		f	i		V/III	V					III		M	1	1	-2, 2, -1		-2.0	-2.0
121	120	3/8	III6		f	i		III6	III			6				M	1	1	1, -2, -3		-3.0	1.0
121	120	1/2	i(7)		f	i		i(7)	i				7			m	1	1	0, -3, 1	-2	0.0	0.0
121	120	5/8	iv43		f	i		iv43	iv			43				mm7	1	1	0, -3, -1, -4		-1.0	0.0
121	120	3/4	III		f	i		III	III							M	1	1	-3, 1, -2		-3.0	-3.0
121	120	7/8	IVM7/III		f	i		IVM7/III	IV		M	7		III		MM7	1	1	-4, 0, -3, 1		-4.0	-4.0
122	121	0	vii%7/III		f	i		vii%7/III	vii		%	7		III		%7	1	1	2, 1, 8, 0		2.0	2.0
122	121	1/4	V(6)/III		f	i		V(6)/III	V				6	III		M	1	1	-2, 2, 1		-2.0	-2.0
122	121	3/8	V7/III		f	i		V7/III	V			7		III		Mm7	1	1	-2, 2, -1, -4		-2.0	-2.0
122	121	1/2	III		f	i		III	III							M	1	1	-3, 1, -2		-3.0	-3.0
122	121	5/8	viio/III		f	i		viio/III	vii		o			III		o	1	1	2, -1, -4		2.0	2.0
122	121	3/4	i7		f	i		i7	i			7				mm7	1	1	0, -3, 1, -2		0.0	0.0
122	121	7/8	v6		f	i		v6	v			6				m	1	1	-2, 2, 1		1.0	-2.0
123	122	0	VII		f	i		VII	VII							M	1	1	-2, 2, -1		-2.0	-2.0
123	122	1/4	V43/III		f	i		V43/III	V			43		III		Mm7	1	1	-1, -4, -2, 2		-2.0	-1.0
123	122	3/8	i6		f	i		i6	i			6				m	1	1	-3, 1, 0		0.0	-3.0
123	122	1/2	V6/III		f	i		V6/III	V			6		III		M	1	1	2, -1, -2		-2.0	2.0
123	122	3/4	i(4)		f	i		i(4)	i				4			m	1	1	0, -1, 1		0.0	0.0
123	122	7/8	V65		f	i		V65	V			65				Mm7	1	1	5, 2, -1, 1		1.0	5.0
124	123	0	V43/VI		f	i		V43/VI	V			43		VI		Mm7	1	1	-2, -5, -3, 1		-3.0	-2.0
124	123	1/4	#vi%7		f	i		#vi%7	#vi		%	7				%7	1	1	3, 2, 9, 1		3.0	3.0
124	123	3/8	vi(#7)		f	i		vi(#7)	vi				#7			m	1	1	-4, -7, -3	8	-4.0	-4.0
124	123	1/2	III6		f	i		III6	III			6				M	1	1	1, -2, -3		-3.0	1.0
124	123	3/4	i43		f	i		i43	i			43				mm7	1	1	1, -2, 0, -3		0.0	1.0
124	123	7/8	#ivo7		f	i		#ivo7	#iv		o	7				o7	1	1	6, 3, 0, -3		6.0	6.0
125	124	0	#viio43(4)		f	i		#viio43(4)	#vii		o	43	4			o7	1	1	-1, -4, 5, -3		5.0	-1.0
125	124	1/8	#viio43		f	i		#viio43	#vii		o	43				o7	1	1	-1, -4, 5, 2		5.0	-1.0
125	124	3/8	I6		f	i		I6	I			6				M	1	1	4, 1, 0		0.0	4.0
125	124	1/2	i6		f	i		i6	i			6				m	1	1	-3, 1, 0		0.0	-3.0
125	124	3/4	VIM43		f	i		VIM43	VI		M	43				MM7	1	1	-3, 1, -4, 0		-4.0	-3.0
125	124	7/8	.Fr6/iv		f	i		Fr6/iv	V	Fr		7	b5	V/iv		M	1	1	1, 5, -5, -1		1.0	1.0
126	125	0	i64		f	i		i64	i			64				m	1	1	1, 0, -3		0.0	1.0
126	125	3/8	#viio2		f	i		#viio2	#vii		o	2				o7	1	1	-4, 5, 2, -1		5.0	-4.0
126	125	1/2	i64		f	i		i64	i			64				m	1	1	1, 0, -3		0.0	1.0
126	125	5/8	iio6		f	i		iio6	ii		o	6				o	1	1	-1, -4, 2		2.0	-1.0
126	125	3/4	i(+4)		f	i		i(+4)	i				+4			m	1	1	0, -3, 1	-1	0.0	0.0
126	125	7/8	V2/VII		f	i		V2/VII	V			2		VII		Mm7	1	1	-3, -1, 3, 0		-1.0	-3.0
127	126	0	V64		f	i		V64	V			64				M	1	1	2, 1, 5		1.0	2.0
127	126	1/8	#vio6		f	i		#vio6	#vi		o	6				o	1	1	0, -3, 3		3.0	0.0
127	126	1/4	V		f	i		V	V							M	1	1	1, 5, 2		1.0	1.0
128	127	0	i}		f	i		i	i						}	m	1	1	0, -3, 1		0.0	0.0
128	127	1/4	i6{		f	i		i6	i			6			{	m	1	1	-3, 1, 0		0.0	-3.0
128	127	1/2	v64		f	i		v64	v			64				m	1	1	2, 1, -2		1.0	2.0
128	127	3/4	i6		f	i		i6	i			6				m	1	1	-3, 1, 0		0.0	-3.0
129	128	0	i		f	i		i	i							m	1	1	0, -3, 1		0.0	0.0
129	128	1/4	i6		f	i		i6	i			6				m	1	1	-3, 1, 0		0.0	-3.0
129	128	1/2	v64(4)		f	i		v64(4)	v			64	4			m	1	1	2, 1, 0		1.0	2.0
129	128	3/4	i6		f	i		i6	i			6				m	1	1	-3, 1, 0		0.0	-3.0
130	129	0	i		f	i		i	i							m	1	1	0, -3, 1		0.0	0.0
130	129	1/4	i6		f	i		i6	i			6				m	1	1	-3, 1, 0		0.0	-3.0
130	129	1/2	v64(4)		f	i		v64(4)	v			64	4			m	1	1	2, 1, 0		1.0	2.0
130	129	3/4	i6		f	i		i6	i			6				m	1	1	-3, 1, 0		0.0	-3.0
131	130	0	i		f	i		i	i							m	1	1	0, -3, 1		0.0	0.0
131	130	1/4	i6		f	i		i6	i			6				m	1	1	-3, 1, 0		0.0	-3.0
131	130	1/2	v64(4)		f	i		v64(4)	v			64	4			m	1	1	2, 1, 0		1.0	2.0
131	130	3/4	i6		f	i		i6	i			6				m	1	1	-3, 1, 0		0.0	-3.0
132	131	0	i		f	i		i	i							m	1	1	0, -3, 1		0.0	0.0
132	131	3/8	iv65		f	i		iv65	iv			65				mm7	1	1	-4, 0, -3, -1		-1.0	-4.0
132	131	1/2	i		f	i		i	i							m	1	1	0, -3, 1		0.0	0.0
132	131	7/8	iv65		f	i		iv65	iv			65				mm7	1	1	-4, 0, -3, -1		-1.0	-4.0
133	132	0	i		f	i		i	i							m	1	1	0, -3, 1		0.0	0.0
133	132	1/4	i6		f	i		i6	i			6				m	1	1	-3, 1, 0		0.0	-3.0
133	132	3/4	i64		f	i		i64	i			64				m	1	1	1, 0, -3		0.0	1.0
134	133	0	i}		f	i		i	i						}	m	1	1	0, -3, 1		0.0	0.0
